name,department
医療法人財団明理会東京腎泌尿器センター大和病院,腎臓内科
医療法人財団明理会東戸塚記念病院,泌尿器科
医療法人財団明理会東戸塚記念病院,内科
医療法人財団明理会明理会中央総合病院,腎臓内科
医療法人財団明理会明理会中央総合病院,脳神経外科
医療法人財団立川中央病院,内科
医療法人財団立川中央病院,整形外科
医療法人財団老蘇会静明館診療所,
医療法人坂東ハートクリニック,
医療法人坂部医院,
医療法人坂本整形外科,
医療法人坂本内科医院,
医療法人坂本内科循環器科医院,循環器内科
医療法人坂本内科小児科医院,内科･小児科
医療法人阪南会天の川病院,内科
医療法人榊原クリニック,
医療法人榊原泌尿器科内科クリニック,泌尿器科
医療法人埼玉成恵会病院,
医療法人埼友会埼友草加病院,腎臓内科
医療法人埼友会埼友草加病院,脳神経外科
医療法人桜クリニック,整形外科
医療法人桜会はせがわ整形外科,
医療法人桜希会東朋八尾病院,
医療法人桜丘会水戸ブレインハートセンター,循環器内科
医療法人桜丘会脳神経外科ブレインピア坂戸西,
医療法人桜桂会犬山病院,精神科
医療法人桜康会三宮整形外科医院,
医療法人桜菜会まろクリニック,
医療法人桜寿会たかだクリニック,
医療法人桜十字桜十字病院,泌尿器科
医療法人桜十字桜十字病院,リウマチ･膠原病内科
医療法人桜桃会たくみ整形外科,
医療法人桜李会桜井医院,
医療法人笹川皮膚科,
医療法人札幌いそべ頭痛･もの忘れクリニック,
医療法人札幌ハートセンター札幌心臓血管クリニック,
医療法人札幌円山整形外科札幌琴似整形外科,
医療法人札幌円山整形外科病院,整形外科
医療法人札幌山の上病院,リウマチ膠原病センター
医療法人札幌山の上病院,リハビリテーション部
医療法人札幌乳腺外科クリニック,乳腺外科
医療法人札幌麻生脳神経外科病院,脳神経外科
医療法人皐月会東戸塚脳神経外科クリニック,
医療法人三愛会イムス三郷クリニック,
医療法人三愛会三愛会総合病院,整形外科
医療法人三愛会三愛会総合病院,脳神経外科
医療法人三愛会池田記念病院,整形外科
医療法人三永会西条心療クリニック,
医療法人三楽会小野瀬医院,
医療法人三間眼科医院,
医療法人三喜会いわせ外科クリニック,
医療法人三輝会横須賀タワークリニック,
医療法人三九会三九朗病院,リウマチ膠原病科
医療法人三慶会指扇病院,内科
医療法人三慶会指扇病院,整形外科
医療法人三健会水野内科クリニック,内科
医療法人三光会松永循環器病院,循環器内科
医療法人三幸会さつき内科クリニック,
医療法人三幸会大井内科クリニック,
医療法人三香会なのはな耳鼻咽喉科,
医療法人三才堂内山医院,
医療法人三重ハートセンター,循環器内科
医療法人三重ハートセンター,薬局
医療法人三省会堀江病院,
医療法人三仁会あさひ病院,スポーツ医学･関節センター
医療法人三仁会秋山クリニック,整形外科
医療法人三仁会春日井整形外科,
医療法人三世会金澤病院,内科
医療法人三谷ファミリークリニック,
医療法人三日月会月山チャイルドケアクリニック,小児科
医療法人三歩会おくむらメモリークリニック,
医療法人三宝会小笠原クリニック,
医療法人三方会つちだ内科医院,
医療法人三洋会しょうの整形外科クリニック,
医療法人三良会村上新町病院,薬剤部
医療法人三和会国吉病院,
医療法人三和会東鷲宮病院,内科
医療法人三和会東鷲宮病院,循環器･血管外科
医療法人三和会東鷲宮病院,リハビリテーション室
医療法人三和会馬場医院,
医療法人山の手内科クリニック,
医療法人山下クリニック,
医療法人山下泌尿器科医院,
医療法人山下病院,看護部
医療法人山紀会山本第三病院,薬剤部
医療法人山久会永田整形外科,
医療法人山元内科,
医療法人山口クリニック,泌尿器科
医療法人山口医院,
医療法人山口会高知厚生病院,
医療法人山口整形外科医院,
医療法人山口病院,精神科
医療法人山根医院,
医療法人山崎医院やまざきクリニック,
医療法人山崎会サンピエール病院,整形外科
医療法人山手クリニック,
医療法人山寿会おやまクリニック,
医療法人山川医院,
医療法人山川内科,内科
医療法人山田誠クリニック,
医療法人山内診療所,
医療法人山部会くまもと成城病院,循環器内科
医療法人山本会さくら通りクリニック,
医療法人山本診療所,内科
医療法人山本内科,
医療法人山陽会ひだまりこころクリニック,
医療法人山和会山口病院,
医療法人讃高会高井病院,透析
医療法人讃和会友愛会病院,脳神経外科
医療法人賛永会さつきホームクリニック,
医療法人賛健会城内病院,糖尿病内科
医療法人史修会川崎眼科,
医療法人四つ葉四つ葉在宅クリニック,
医療法人姉川脳神経外科,
医療法人市場医院,
医療法人志仁会西脇病院,精神科
医療法人志伝会やまだ脳神経外科クリニック,
医療法人志摩整形外科,
医療法人思源会岩崎病院,内科
医療法人思誠会勝田台病院,
医療法人思誠会渡辺病院,健診センター
医療法人枝川クリニック,心療内科
医療法人糸逢会ともこころのクリニック,
医療法人紫雪会えさき整形外科リウマチ科,
医療法人紫陽会高橋医院,内科
医療法人至捷会木村病院,内科
医療法人至信会池沢神経科病院,精神神経科
医療法人至心会整形外科きたクリニック,
医療法人至心会木村脳神経クリニック,
医療法人至仁いわぶち脳神経クリニック,
医療法人至誠会帆秋病院,
医療法人至誠堂（社団）至誠堂整形外科,整形外科
医療法人至誠堂大地整形外科,
医療法人児玉耳鼻咽喉科クリニック児玉耳鼻咽喉科クリニック,
医療法人寺西報恩会長吉総合病院,整形外科
医療法人寺西報恩会長吉総合病院,内科
医療法人寺沢病院,内科
医療法人寺島整形外科,
医療法人慈愛会えだしげ整形外科,
医療法人慈愛会岩男病院,
医療法人慈久会谷病院,内科
医療法人慈圭会八反丸リハビリテーション病院,
医療法人慈光会橋口内科クリニック,
医療法人慈光会甲府城南病院,診療部臨床工学室
医療法人慈光会甲府城南病院,循環器内科
医療法人慈公会公平病院,
医療法人慈厚会野上病院,整形外科
医療法人慈航会武山内科,
医療法人慈桜会瀬戸病院,内科
医療法人慈仁会飯塚医院,
医療法人慈正会丸山記念総合病院,整形外科
医療法人慈正会丸山記念総合病院,人工透析科
医療法人慈生会浜田･浅井医院,
医療法人慈聖会清水クリニック,
医療法人慈誠会山根病院,
医療法人慈泉会新都心むさしのクリニック,
医療法人慈念会国島医院,
医療法人慈繁会付属土屋病院,
医療法人慈風会厚地脳神経外科病院,神経内科
医療法人慈風会厚地脳神経外科病院,脳神経外科
医療法人慈風会白石病院,脊椎外科
医療法人慈靖会あしかり内科,
医療法人慈友会せいかクリニック,
医療法人慈友会ライフクリニック,
医療法人慈裕会ゆうファミリークリニック,
医療法人慈翔会沼脳神経外科クリニック,
医療法人時枝内科医院,
医療法人時実クリニック,内科
医療法人時任整形外科リウマチ科,
医療法人治久会もみのき病院,脳神経外科
医療法人治心会なかむらクリニック,
医療法人治心会志紀なかむらクリニック,
医療法人治生会石村クリニック,内科
医療法人而今大分内分泌糖尿病内科クリニック,内科
医療法人耳鼻咽喉科岡部医院,
医療法人自然堂峯小児科,小児科
医療法人鹿屋ハートセンター,
医療法人鹿甲会なかのクリニック,
医療法人鹿山整形外科医院,
医療法人式場病院,精神科
医療法人七ふく会ふくいクリニック,
医療法人七ふく会七ふくハートクリニック,
医療法人七徳会大井病院,
医療法人室原会菊南病院,循環器内科
医療法人篠原湘南クリニッククローバーホスピタル,呼吸器内科
医療法人篠田好生会篠田総合病院,薬剤科
医療法人篠田好生会篠田総合病院,循環器科
医療法人篠田好生会篠田総合病院,脳神経外科
医療法人芝蘭会たろう整形外科,
医療法人社団･康尚会富田医院,アレルギー･膠原病内科
医療法人社団AOT品川ストリングスクリニック,
医療法人社団ARCWELL田園二子クリニック,
医療法人社団ARen大森整形外科,
医療法人社団BODHIDr.KAKUKOスポーツクリニック,
医療法人社団BreastCare公津の杜メディカルクリニック,乳腺外科
医療法人社団CANあめみや内科,内科･呼吸器科
医療法人社団CMCコールメディカルクリニック広島,
医療法人社団CVIC大井町心臓クリニック,
医療法人社団DENみいクリニック代々木,
医療法人社団Do-Clinic整形･運動器リハビリテーション,
医療法人社団FORESTもり脳神経外科クリニック,
医療法人社団GreenLeafHealthさいとう内科クリニック,
医療法人社団H.D.M林糖尿病内科クリニック,糖尿病内科
医療法人社団H･N･メディック,
医療法人社団HARG広島アレルギー呼吸器クリニック,
医療法人社団HARG広島アレルギー呼吸器クリニック八丁堀,
医療法人社団HeartStation府中こころ診療所,
医療法人社団HKN横浜ポートサイド中崎クリニック,
医療法人社団ITOKC,
医療法人社団K&TGlobalMedicalいどがや内科･糖尿病内科クリニック,
医療法人社団K&TglobalMedicalいどがや内科糖尿病内科クリニック,
医療法人社団K･K桑名眼科脳神経クリニック,
医療法人社団KaNaDeやまと@ホームクリニック,
医療法人社団KARIYAまいんずたわーメンタルクリニック,
医療法人社団KDE上野浅草通りクリニック,
医療法人社団KNI北原国際病院,脳神経外科
医療法人社団leboisあんどうファミリークリニック,
医療法人社団LIFEライフサポートクリニック,
医療法人社団LUMIERE御殿山整形外科リハビリクリニック,
医療法人社団L原田医院,
医療法人社団M.C.D.おがわ脳神経外科クリニック,
医療法人社団Matera丸山クリニック,内科
医療法人社団MedicalKサンモール皮ふ科,
医療法人社団MEDICIこすぎレディースクリニック,
医療法人社団MediQuArtet日比谷川畑診療室,内科
医療法人社団M-FORESTみやざきRCクリニック,
医療法人社団MGHはたいしメディカルクリニック,内科
医療法人社団MKSねぎし整形外科クリニック,
医療法人社団MNS水谷脳神経外科クリニック,
医療法人社団MYC三枝整形外科医院,
医療法人社団MYメディカルMYメディカルクリニック横浜みなとみらい,
医療法人社団nagomi会まつだ整形外科クリニック,
医療法人社団NALUえびな脳神経クリニック,脳血管内科･脳神経内科
医療法人社団NALUえびな脳神経クリニック,脳神経外科
医療法人社団NICO習志野台整形外科内科,
医療法人社団O･M･Sむさし野さいとうクリニック,呼吸器内科
医療法人社団OA会世田谷OAクリニック,
医療法人社団OHC岡崎ハートクリニック,
医療法人社団OS会おおすか整形外科,
医療法人社団Reflaxしばた心身クリニック,
医療法人社団Resonare黒坂医院ザ･タワーくまさん整形外科,整形外科
医療法人社団Resonare黒坂医院黒坂整形外科医院,整形外科
医療法人社団SEASONS東京リウマチクリニック,整形外科
医療法人社団shindo旭川リハビリテーション病院,内科
医療法人社団shindo旭川リハビリテーション病院,腎臓内科
医療法人社団shindo旭川リハビリテーション病院,脳神経内科
医療法人社団shindo整形外科進藤病院,
医療法人社団Shin谷口整形外科リハビリクリニック,
医療法人社団SKY-NEX鈴木内科クリニック,内科･神経内科
医療法人社団TKW草加すぎうら内科クリニック,
医療法人社団TRD寺田痛みのクリニック,
医療法人社団TSOC東京スポーツ&整形外科クリニック,整形外科･スポーツ診療所
医療法人社団WELLS川崎リウマチ･内科クリニック,リウマチ科
医療法人社団YMR立川脳神経外科クリニック,
医療法人社団Z会ながえ前立腺ケアクリニック,泌尿器科
医療法人社団アーク整形外科クリニック,
医療法人社団アールアンドオー静清リハビリテーション病院,
医療法人社団あおい會森山リハビリテーションクリニック,
医療法人社団あおぞら会あおぞらクリニック,
医療法人社団あおぞら会岡山脳神経内科クリニック,
医療法人社団あかおぎ整形外科クリニック,
医療法人社団あかね会鈴木医院鈴木内科医院,
医療法人社団あけぼの会遠藤内科医院,内科
医療法人社団あけぼの会山本医院,
医療法人社団あさひ会とっとり内科クリニック,
医療法人社団あすなろ会帯広記念病院,リハビリテーション科
医療法人社団あずま糖尿病内科クリニック,DM内科
医療法人社団アズロード高輪台整形外科クリニック,
医療法人社団あだちこども診療所,
医療法人社団あつみあつみ神経内科クリニック,
医療法人社団アモル会しんクリニック,内科
医療法人社団あらき整形外科,
医療法人社団ありのみの会菅原整形外科,
医療法人社団アルペン会アルペン室谷クリニック,
医療法人社団あんしん会あんしん病院,
医療法人社団あんしん会四谷メディカルキューブ,減量･糖尿病外科センター
医療法人社団いずみ内科クリニック,内科
医療法人社団いちやまこ会富永クリニック,
医療法人社団いちょう会津久井内科おなかクリニック,
医療法人社団いつき会ハートクリニック,循環器科
医療法人社団いとうひろし内科･糖尿病内科クリニック,
医療法人社団いなほ会頭とからだのクリニックかねなか脳神経外科,
医療法人社団いなみ会私立稲美中央病院,
医療法人社団いぬいこどもクリニック,
医療法人社団いのうえ内科クリニック,
医療法人社団いまここストレスケアすすきのクリニック,
医療法人社団いろは会南大塚クリニック,
医療法人社団うえだクリニックうえだ皮フ科クリニック,
医療法人社団うえの内科,
医療法人社団うちだ痛みのクリニック,
医療法人社団うちはら内科クリニック,内科･消化器内科
医療法人社団うりた循環器科･内科クリニック,
医療法人社団エス･エス･ジェイ札幌整形循環器病院,心臓血管内科
医療法人社団エテルナしもの循環器･内科クリニック,
医療法人社団エムアイいのもと整形外科,
医療法人社団エムエスシー星川内科外科クリニック,
医療法人社団おうちの診療所おうちの診療所目黒,
医療法人社団おおさと仁悠会おおさと痛みのクリニック,
医療法人社団おおつか内科医院,
医療法人社団おおにし内科･リウマチ科クリニック,
医療法人社団おおはた内科循環器クリニック,
医療法人社団おおはら内科循環器科クリニック,循環器科
医療法人社団おおみぞ内科･皮ふ科クリニック,
医療法人社団おおもりクリニック,
医療法人社団オカニューロケアクリニックみしま岡クリニック,
医療法人社団おきの内科医院,内科
医療法人社団おなか会おなかクリニック,消化器内科
医療法人社団おもいやりくぼたクリニック松戸五香,
医療法人社団おやま内科クリニック,
医療法人社団オリーブ清澄ケアクリニック,呼吸器内科
医療法人社団おりべ内科医院,
医療法人社団おると会浜脇整形外科病院,
医療法人社団オレンジ奥能登ごちゃまるクリニック,内科･小児科
医療法人社団カームガーデン秋葉原ガーデンクリニック,
医療法人社団かけはし東小金井小児神経･脳神経内科クリニック,
医療法人社団かとうクリニック,内科･小児科
医療法人社団かとう会山本メディカルクリニック,循環器内科
医療法人社団かなざわ内科クリニック,
医療法人社団かなたまるごと在宅ケアクリニック,
医療法人社団かみやま内科クリニック,
医療法人社団かもりクリニック,胃腸科･肛門科･外科
医療法人社団ガラテアぴあーすクリニック,
医療法人社団かりや内科,内科
医療法人社団かわしま神経内科クリニック,
医療法人社団カワムラヤスオメディカルソサエティ河村病院,
医療法人社団ききょう会巣鴨ホームクリニック,
医療法人社団きしだ会高尾駅南口皮フ科,
医療法人社団きたうらクリニック,腎臓内科
医療法人社団キタノ整形外科クリニック,整形外科
医療法人社団きびじ整形外科･内科･リハビリクリニック,整形外科
医療法人社団ギブネス葛西よこやま内科･呼吸器内科クリニック,呼吸器内科
医療法人社団きむらクリニック,
医療法人社団くがはら内科クリニック,内科･心療内科
医療法人社団くじらい耳鼻咽喉科医院,
医療法人社団くぬぎ台診療所,
医療法人社団グリーンハートみどりのふきたクリニック,
医療法人社団クレド･さとうクリニック,
医療法人社団くればやし内科,
医療法人社団クロース･トゥ･ユーESTクリニック,腎臓内科･透析科
医療法人社団ケイ･オルト木村整形外科クリニック,
医療法人社団けいしん会いとう横浜クリニック,
医療法人社団ゲズントベルクたちばなメディカルクリニック広野院,
医療法人社団けやきたにざき循環器内科クリニック,
医療法人社団こうかん会こうかんクリニック,
医療法人社団こうかん会日本鋼管病院,内科
医療法人社団こうかん会日本鋼管病院,脊椎外科センター
医療法人社団こうかん会日本鋼管病院,呼吸器内科
医療法人社団こうかん会日本鋼管病院,消化器内科
医療法人社団こうかん会日本鋼管病院,透析センター
医療法人社団こうかん会日本鋼管病院,循環器内科
医療法人社団こうかん会日本鋼管病院,神経内科
医療法人社団こう内科クリニック,
医療法人社団こくぶ脳外科･内科クリニック,
医療法人社団こころみ元住吉こころみクリニック,
医療法人社団こじこじ田奈駅前ことり内科,内科
医療法人社団こじま内科,呼吸器内科
医療法人社団ことのは両国きたむら整形外科,
医療法人社団こどもクリニック中山医院,
医療法人社団こども輝き発達クリニックぱすてる,
医療法人社団こね森内科医院,内科
医療法人社団こんの脳神経クリニック,
医療法人社団さいとう医院,
医療法人社団さかいファミリークリニック,
医療法人社団さかうえ内科クリニック,
医療法人社団さがえ整形外科クリニック,
医療法人社団さかね内科クリニック,
医療法人社団さがみ野中央病院,
医療法人社団さくら会しべつ内科クリニック,
医療法人社団さくら会江別泌尿器科,泌尿器科
医療法人社団さくら会高橋病院,循環器科
医療法人社団さくら会山崎内科クリニック,
医療法人社団さくら会森田病院,整形外科
医療法人社団さちはなさちはなクリニック,
医療法人社団さとう栄整形外科クリニック,整形外科･脊椎外科
医療法人社団さの整形外科クリニック,
医療法人社団サマリア会西大泉呼吸器科内科クリニック,内科･呼吸器科
医療法人社団サンセリテ三浦病院,
医療法人社団サンライブ杉元内科医院,内科
医療法人社団さんりつ会そうわクリニック,
医療法人社団しおつか泌尿器科クリニック,泌尿器科
医療法人社団しぜん会まつだ整形外科･リウマチ科,
医療法人社団しのはら医院,外科
医療法人社団シャロームシャロームにっさい医院,
医療法人社団シャロームシャローム病院,緩和ケア科
医療法人社団ジュノー会大原台クリニック,
医療法人社団しらかわクリニック,
医療法人社団シリウス会整形外科メディカルパパス,
医療法人社団シロアム会こたけ整形外科クリニック,
医療法人社団しんクリニック,
医療法人社団じんの内科医院,内科
医療法人社団すぎたに整形外科クリニック,整形外科
医療法人社団すずき会すずきネフロクリニック,
医療法人社団すずしろすずしろクリニック,呼吸器内科
医療法人社団スタート府中よつやクリニック,内科
医療法人社団すまいるやまだホームケアクリニック,
医療法人社団すまる在宅クリニック,
医療法人社団すみれ会石井クリニック,
医療法人社団せいゆう会せいゆうクリニック,
医療法人社団せぐち内科,
医療法人社団せのお医院,
医療法人社団セントメリー飯田橋中村クリニック,
医療法人社団ソレイユいずみ向日葵クリニック,内科
医療法人社団だいもん内科･腎透析クリニック,内科
医療法人社団たかた内科クリニック,
医療法人社団たかみざわ医院,
医療法人社団たかやなぎこども医院,
医療法人社団たきの整形外科クリニック,
医療法人社団たくみ会細川内科クリニック,
医療法人社団たけお会岩佐病院,内科
医療法人社団タケダ内科医院,循環器内科
医療法人社団タケダ内科医院,内科､循環器内科
医療法人社団たにぐちクリニック,内科
医療法人社団たに内科クリニック,内科･消化器科
医療法人社団たまがわクリニック,
医療法人社団たむら皮フ科クリニック,
医療法人社団ちば整形外科,
医療法人社団ちりべつ循環器内科クリニック,
医療法人社団つかさ会つかさクリニック,内科
医療法人社団つかだファミリークリニック,
医療法人社団つばさ会村木クリニック,糖尿病内科
医療法人社団つむら循環器内科クリニック,
医療法人社団てつクリニック,呼吸器内科
医療法人社団てらしまクリニックてらしま内科クリニック,
医療法人社団てらむらクリニック,
医療法人社団てらもとクリニック,
医療法人社団トータルケアグループ優輝整形リハビリステーション,
医療法人社団ときた内科クリニック,
医療法人社団ときわ会余丁町クリニック,泌尿器科
医療法人社団ときわ会余丁町クリニック,腎移植科
医療法人社団とみさわクリニック,
医療法人社団とみた脳神経クリニック,脳神経科
医療法人社団とよさわクリニック,
医療法人社団とよひら公園内科クリニック,内科
医療法人社団ナーブ･ケア･クリニック,
医療法人社団ナカオカクリニック,
医療法人社団ながお内科クリニック,
医療法人社団ながさわ整形外科,
医療法人社団なかじま整形外科,
医療法人社団なかた会なかた内科循環器科クリニック,
医療法人社団ながみつクリニック,
医療法人社団なかむら整形外科クリニック,整形外科
医療法人社団ナラティブホームものがたり診療所,
医療法人社団にいじま耳鼻科医院,
医療法人社団にしの会西野内科病院,
医療法人社団にとうべ内科,
医療法人社団ニューロケア内科･脳神経外科西原クリニック,
医療法人社団ニューロフロンティアのじ脳神経外科･しびれクリニック,
医療法人社団にれの杜クリニック,
医療法人社団のう救会脳神経外科東横浜病院,脳神経外科
医療法人社団のぞみ記念下田循環器･腎臓クリニック,
医療法人社団のだ医院,
医療法人社団のと小児科クリニック,小児科･内科･循環器科･アレルギー科
医療法人社団のぼり会平松整形外科,
医療法人社団ハートクリニックハートクリニック横浜,精神科
医療法人社団ぱくペインクリニック,
医療法人社団はざま小児科クリニック,
医療法人社団はせがわ内科クリニック,内科
医療法人社団はせ川内科循環器科医院,
医療法人社団はとりクリニック,循環器
医療法人社団はなぶさ赤羽整形･リウマチクリニック,
医療法人社団はまゆう会草加脳神経外科クリニック,
医療法人社団ハルサ福岡町たぐちクリニック,
医療法人社団ばんどう内科診療所ばんどう内科･呼吸器クリニック,
医療法人社団ひなたクリニック,
医療法人社団ひなたひなた在宅クリニック山王,
医療法人社団ヒポクラテス会安井内科クリニック,
医療法人社団ひまわり会あおき整形外科,
医療法人社団ひまわり会はまもと医院,
医療法人社団ひまわり会小川内科胃腸科,
医療法人社団ひまわり内科,
医療法人社団ひらおか内科循環器･糖尿病クリニック,
医療法人社団ひらお循環器科内科クリニック,
医療法人社団ファインメッドにしで内科クリニック,
医療法人社団ふかさわクリニック,
医療法人社団ふかみレディースクリニック,
医療法人社団ふくろうの森さかい総合内科クリニック,
医療法人社団ふくろう会こいで脳神経外科クリニック,
医療法人社団フクロウ会さっぽろ白石皮膚科クリニック,
医療法人社団ふさの会しみずクリニックふさ,内科
医療法人社団プラタナスナースケア･ステーション,
医療法人社団プラタナス桜新町アーバンクリニック,
医療法人社団プラタナス用賀アーバンクリニック,
医療法人社団ふるた小児科クリニック,
医療法人社団ブレイン･ヘルスキジマあたまのクリニック,
医療法人社団ブレイン･ヘルス銀座内科･神経内科クリニック,
医療法人社団ベルツリー新潟糖尿病クリニック,
医療法人社団ベル会高木内科整形外科医院,
医療法人社団ホームメディカルアットホーム表参道クリニック,
医療法人社団ほがらか会室井メディカルオフィス,整形外科
医療法人社団ほがらか会仲町台駅前まつのぶクリニック,
医療法人社団ほくれあ会ひきのクリニック,
医療法人社団ほたか会群馬パース病院,循環器科
医療法人社団ほたるの博優会ほたるのセントラル内科,内科
医療法人社団ほっきたなら駅上ほっとクリニック,
医療法人社団ぽぷり駅前つのだクリニック,
医療法人社団マール会マールクリニック横須賀,
医療法人社団まえだ整形外科外科医院,
医療法人社団まごころ会町田まごころクリニック,精神科
医療法人社団まことクリニック,
医療法人社団まこと会神辺内科医院,
医療法人社団まこと会服部医院,
医療法人社団まごのクリニック,呼吸器内科
医療法人社団ますい整形外科クリニック,
医療法人社団ますむら医院,
医療法人社団まついクリニックまついe-クリニックまつい栄養&認知症クリニック,脳神経外科
医療法人社団まつだ整形外科クリニック,
医療法人社団まつもとクリニック,内科
医療法人社団まほし会真星病院,循環器内科
医療法人社団まほし会真星病院,整形外科
医療法人社団まりも会ヒロシマ平松病院,
医療法人社団まわたり内科医院みい駅前まわたり内科,
医療法人社団ミオ医院,内科
医療法人社団みずきが丘クリニック,内科･循環器科
医療法人社団みずたに会愛育レディースクリニック,産婦人科学
医療法人社団みず樹会いわた循環器科･内科,
医療法人社団みった整形外科,
医療法人社団みどりの里リバータウンクリニック,
医療法人社団ミネルバなかはら内科クリニック,内科
医療法人社団みやぎ清耀会緑の里クリニック,
医療法人社団みやけ内科クリニック,内科･呼吸器内科･アレルギー科
医療法人社団みやこ会桑原皮フ科クリニック,
医療法人社団みやざわ整形外科,
医療法人社団みやの耳鼻咽喉科,
医療法人社団みやびみやびハート&ケアクリニック,
医療法人社団みやもと医院,
医療法人社団むすびの会ほりメンタルクリニック,
医療法人社団むろらん神経内科クリニック,
医療法人社団めぐみ会自由が丘メディカルプラザ,糖尿病･代謝･内分泌内科
医療法人社団めぐみ会杉並堀ノ内クリニック,
医療法人社団めぐみ会田村クリニック,呼吸器内科
医療法人社団めぐみ会田村クリニック,循環器内科
医療法人社団めぐみ会田村クリニック,リウマチ･膠原病内科
医療法人社団めぐみ会田村クリニック2,
医療法人社団めぐみ会南大沢メディカルプラザ,呼吸器内科
医療法人社団めぐみ会南大沢メディカルプラザ,内科
医療法人社団メディーノしおや消化器内科クリニック,
医療法人社団メディカルクリニック柿の木坂,
医療法人社団メドビュー東京ちどり病院,内科
医療法人社団もくせい会くりはら循環器内科クリニック,
医療法人社団もくせい会奥住循環器内科クリニック,
医療法人社団もくぼ内科クリニック,
医療法人社団もみの木会大朝ふるさと病院,
医療法人社団もりくぼ会中島整形外科,整形外科
医療法人社団もりした整形外科クリニック,
医療法人社団もりむら内科,
医療法人社団やしの木会浦安中央公園クリニック,
医療法人社団やしの木会浦安中央病院,脳神経外科
医療法人社団やしまクリニック,内科
医療法人社団やすかわ整形外科,
医療法人社団やすだ内科クリニック,呼吸器内科
医療法人社団やすらぎの里サンクリニック,内科
医療法人社団やなづめ内科医院やなづめ内科･循環器クリニック,
医療法人社団やまかげクリニック,
医療法人社団やまがた循環器内科クリニック,
医療法人社団やまがた内科クリニック,
医療法人社団やまじ呼吸器内科クリニック,
医療法人社団ヤマナ会東広島記念病院,
医療法人社団やまもと山本泌尿器クリニック,泌尿器科
医療法人社団やよい会あだち江北メディカルクリニック,内科
医療法人社団ゆうあい会やりたクリニック,
医療法人社団ゆうきり会とよやま整形外科クリニック,
医療法人社団ゆうま会神大寺ホームケアクリニック,
医療法人社団ゆきざさ循環器内科,循環器内科
医療法人社団ユスタヴィアクリニックみらい立川,内科
医療法人社団ユスタヴィア多摩センタークリニックみらい,糖尿病内科
医療法人社団ユスタヴィア多摩センタークリニックみらい,内科
医療法人社団ユニメディコ認定栄養ケア･ステーション新百合ヶ丘,
医療法人社団ユマニテ稲沢クリニック,内科
医療法人社団ゆみの,
医療法人社団ゆみののぞみハートクリニック,
医療法人社団ゆみのゆみのハートクリニック,外来診療部
医療法人社団ゆみのゆみのハートクリニック,循環器内科
医療法人社団ゆみのゆみのハートクリニック三鷹,
医療法人社団ゆみのゆみのハートクリニック渋谷,
医療法人社団ゆりの樹クリニック,
医療法人社団よこい内科クリニック,内科
医療法人社団よこた内科クリニック,
医療法人社団よしだ整形外科,
医療法人社団よしだ内科医院,
医療法人社団よしだ内科循環器クリニック,
医療法人社団ヨゼフ会高木医院,循環器内科
医療法人社団よつばハートクリニック,循環器内科
医療法人社団よつ葉会しみず内科循環器クリニック,内科
医療法人社団ライフアスリート高陽整形外科クリニック,
医療法人社団ライフスタイルともながクリニック,
医療法人社団リハケア会西川整形外科リハビリクリニック,
医療法人社団りんご会岩出循環器内科クリニック,
医療法人社団りんどう会山手皮フ科クリニック,
医療法人社団ルーク会白金高輪駅前内科･糖尿病クリニック,
医療法人社団ルフルーヴかわい整形外科,
医療法人社団レーネスバスキュラーアクセスクリニック目白,
医療法人社団わたまクリニック,
医療法人社団阿久津内科医院,
医療法人社団阿星会甲西リハビリ病院,
医療法人社団阿保クリニック,
医療法人社団愛恵会大野診療所,内科
医療法人社団愛語会要町病院,呼吸器内科
医療法人社団愛語会要町病院,整形外科
医療法人社団愛光会上杉クリニック,
医療法人社団愛康会ソフィアひふ科クリニック,
医療法人社団愛康会小松ソフィア病院,腎臓内科
医療法人社団愛晃会うえの整形外科,
医療法人社団愛信会佐倉中央病院,糖尿病･内分泌内科
医療法人社団愛真会西新井駅東口クリニック,
医療法人社団愛智会抜弁天クリニック,内科
医療法人社団愛友会いきいきクリニック,内科･呼吸器科
医療法人社団愛友会いきいきクリニック,呼吸器科
医療法人社団愛友会伊奈病院,
医療法人社団愛友会三郷中央総合病院,泌尿器科
医療法人社団愛友会三郷中央総合病院,循環器内科
医療法人社団愛友会勝田病院,脳神経内科
医療法人社団愛友会上尾中央総合病院,泌尿器科
医療法人社団愛友会上尾中央総合病院,腎臓内科
医療法人社団愛友会上尾中央総合病院,薬剤部
医療法人社団愛友会上尾中央総合病院,循環器内科
医療法人社団愛友会上尾中央総合病院,呼吸器腫瘍内科
医療法人社団愛友会上尾中央総合病院,呼吸器･アレルギー科
医療法人社団愛友会上尾中央総合病院,呼吸器内科
医療法人社団愛友会上尾中央総合病院,乳腺外科
医療法人社団愛友会上尾中央総合病院,心臓血管センター･循環器内科
医療法人社団愛友会上尾中央総合病院,整形外科
医療法人社団愛友会上尾中央総合病院,脳神経外科
医療法人社団愛友会上尾中央総合病院,糖尿病内科
医療法人社団愛友会上尾中央総合病院附属エイトナインクリニック,腎臓内科
医療法人社団愛友会津田沼中央総合病院,薬剤科
医療法人社団愛友会津田沼中央総合病院,脳神経外科
医療法人社団愛和会古賀中央病院,内科
医療法人社団愛和会十勝ヘルスケアクリニック,
医療法人社団愛和会南千住病院,透析センター
